"Датум","Цена на последна трансакција","Мак.","Мин.","Просечна цена","%пром.","Количина","Промет во БЕСТ во денари","Вкупен промет во денари"
"14.9.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"15.9.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"16.9.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"19.9.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","3","126.000","126.000"
"20.9.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"21.9.2016","41.999,00","41.999,00","41.999,00","41.999,00","0,00","5","209.995","209.995"
"22.9.2016","41.999,00","","","41.999,00","0,00","0","0","0"
"23.9.2016","41.999,00","","","41.999,00","0,00","0","0","0"
"26.9.2016","41.999,00","","","41.999,00","0,00","0","0","0"
"27.9.2016","43.000,00","43.000,00","39.001,00","41.750,25","-0,59","4","167.001","167.001"
"28.9.2016","43.000,00","","","41.750,25","0,00","0","0","0"
"29.9.2016","43.000,00","","","41.750,25","0,00","0","0","0"
"30.9.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,60","1","42.000","42.000"
"03.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"04.10.2016","42.500,00","42.500,00","42.500,00","42.500,00","1,19","1","42.500","42.500"
"05.10.2016","42.500,00","42.500,00","42.500,00","42.500,00","0,00","2","85.000","85.000"
"06.10.2016","42.000,00","42.000,00","42.000,00","42.000,00","-1,18","2","84.000","84.000"
"07.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"10.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"12.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"13.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"14.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"17.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"18.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"19.10.2016","42.500,00","42.500,00","42.000,00","42.375,00","0,89","4","169.500","169.500"
"20.10.2016","42.500,00","","","42.375,00","0,00","0","0","0"
"21.10.2016","42.000,00","42.000,00","42.000,00","42.000,00","-0,88","1","42.000","42.000"
"25.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"26.10.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","2","84.000","84.000"
"27.10.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","4","168.000","168.000"
"28.10.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"31.10.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","6","252.000","252.000"
"01.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"02.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"03.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"04.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"07.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"08.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"09.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"10.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"11.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"14.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"15.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"16.11.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"17.11.2016","41.999,00","41.999,00","41.999,00","41.999,00","0,00","2","83.998","83.998"
"18.11.2016","42.000,00","42.000,00","41.999,00","41.999,05","0,00","19","797.982","797.982"
"21.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"22.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"23.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"24.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"25.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"28.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"29.11.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"01.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"02.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"05.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"06.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"07.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"09.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"12.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"13.12.2016","42.000,00","","","41.999,05","0,00","0","0","0"
"14.12.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","11","462.000","462.000"
"15.12.2016","42.000,00","42.000,00","42.000,00","42.000,00","0,00","3","126.000","126.000"
"16.12.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"19.12.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"20.12.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"21.12.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"22.12.2016","42.000,00","","","42.000,00","0,00","0","0","0"
"23.12.2016","42.001,00","42.001,00","42.000,00","42.000,08","0,00","12","504.001","504.001"
"26.12.2016","42.001,00","","","42.000,08","0,00","0","0","0"
"27.12.2016","42.001,00","","","42.000,08","0,00","0","0","0"
"28.12.2016","43.000,00","43.000,00","43.000,00","43.000,00","2,38","5","215.000","215.000"
"29.12.2016","43.000,00","43.000,00","43.000,00","43.000,00","0,00","8","344.000","344.000"
"03.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"04.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"05.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"09.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"10.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"11.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"12.1.2017","43.000,00","43.000,00","43.000,00","43.000,00","0,00","4","172.000","172.000"
"13.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"16.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"17.1.2017","43.000,00","43.000,00","43.000,00","43.000,00","0,00","15","645.000","645.000"
"18.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"20.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"23.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"24.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"25.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"26.1.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"27.1.2017","43.500,00","43.500,00","43.500,00","43.500,00","1,16","5","217.500","217.500"
"30.1.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"31.1.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"01.2.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"02.2.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"03.2.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"06.2.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"07.2.2017","43.500,00","","","43.500,00","0,00","0","0","0"
"08.2.2017","44.800,00","44.800,00","44.800,00","44.800,00","2,99","2","89.600","89.600"
"09.2.2017","44.800,00","","","44.800,00","0,00","0","0","0"
"10.2.2017","44.999,00","44.999,00","44.999,00","44.999,00","0,44","4","179.996","179.996"
"13.2.2017","44.999,00","","","44.999,00","0,00","0","0","0"
"14.2.2017","44.500,00","44.500,00","44.500,00","44.500,00","-1,11","30","1.335.000","1.335.000"
"15.2.2017","44.400,00","44.400,00","44.400,00","44.400,00","-0,22","2","88.800","88.800"
"16.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"17.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"20.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"21.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"22.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"23.2.2017","44.400,00","","","44.400,00","0,00","0","0","0"
"24.2.2017","44.500,00","44.500,00","44.290,00","44.434,32","0,08","44","1.955.110","1.955.110"
"27.2.2017","45.000,00","45.000,00","44.500,00","44.717,39","0,64","23","1.028.500","1.028.500"
"28.2.2017","45.000,00","","","44.717,39","0,00","0","0","0"
"01.3.2017","45.000,00","","","44.717,39","0,00","0","0","0"
"02.3.2017","44.300,00","44.300,00","44.300,00","44.300,00","-0,93","60","2.658.000","2.658.000"
"03.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"06.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"07.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"08.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"09.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"10.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"13.3.2017","44.300,00","","","44.300,00","0,00","0","0","0"
"14.3.2017","42.700,00","42.700,00","42.700,00","42.700,00","-3,61","45","1.921.500","1.921.500"
"15.3.2017","42.700,00","","","42.700,00","0,00","0","0","0"
"16.3.2017","43.000,00","43.000,00","43.000,00","43.000,00","0,70","2","86.000","86.000"
"17.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"20.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"21.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"22.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"23.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"24.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"27.3.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"28.3.2017","44.000,00","44.000,00","44.000,00","44.000,00","2,33","1","44.000","44.000"
"29.3.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"30.3.2017","43.007,00","45.320,00","43.007,00","43.585,25","-0,94","4","174.341","174.341"
"31.3.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"03.4.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"04.4.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"05.4.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"06.4.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"07.4.2017","43.007,00","","","43.585,25","0,00","0","0","0"
"10.4.2017","45.000,00","45.500,00","45.000,00","45.368,42","4,09","19","862.000","862.000"
"11.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"12.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"13.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"18.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"19.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"20.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"21.4.2017","45.000,00","","","45.368,42","0,00","0","0","0"
"24.4.2017","42.000,00","42.000,00","42.000,00","42.000,00","-7,42","6","252.000","252.000"
"25.4.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"26.4.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"27.4.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"28.4.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"02.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"03.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"04.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"05.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"08.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"09.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"10.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"11.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"12.5.2017","42.000,00","42.000,00","42.000,00","42.000,00","0,00","3","126.000","126.000"
"15.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"16.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"17.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"18.5.2017","42.000,00","","","42.000,00","0,00","0","0","0"
"19.5.2017","43.000,00","43.000,00","43.000,00","43.000,00","2,38","2","86.000","86.000"
"22.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"23.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"25.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"26.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"29.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"30.5.2017","43.000,00","43.000,00","43.000,00","43.000,00","0,00","1","43.000","43.000"
"31.5.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"01.6.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"05.6.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"06.6.2017","43.000,00","","","43.000,00","0,00","0","0","0"
"07.6.2017","44.000,00","44.000,00","44.000,00","44.000,00","2,33","3","132.000","132.000"
"08.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"09.6.2017","45.000,00","45.000,00","45.000,00","45.000,00","2,27","2","90.000","90.000"
"12.6.2017","45.000,00","","","45.000,00","0,00","0","0","0"
"13.6.2017","45.000,00","","","45.000,00","0,00","0","0","0"
"14.6.2017","45.000,00","","","45.000,00","0,00","0","0","0"
"15.6.2017","45.000,00","","","45.000,00","0,00","0","0","0"
"16.6.2017","45.000,00","","","45.000,00","0,00","0","0","0"
"19.6.2017","44.000,00","44.000,00","44.000,00","44.000,00","-2,22","2","88.000","88.000"
"20.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"21.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"22.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"23.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"27.6.2017","44.000,00","44.000,00","44.000,00","44.000,00","0,00","10","440.000","440.000"
"28.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"29.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"30.6.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"03.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"04.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"05.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"06.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"07.7.2017","44.000,00","44.000,00","43.999,00","43.999,65","0,00","20","879.993","879.993"
"10.7.2017","44.000,00","","","43.999,65","0,00","0","0","0"
"11.7.2017","44.000,00","44.000,00","44.000,00","44.000,00","0,00","11","484.000","484.000"
"12.7.2017","44.000,00","44.000,00","44.000,00","44.000,00","0,00","15","660.000","660.000"
"13.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"14.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"17.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"18.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"19.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"20.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"21.7.2017","44.000,00","","","44.000,00","0,00","0","0","0"
"24.7.2017","48.400,00","48.400,00","48.400,00","48.400,00","10,00","2","96.800","96.800"
"25.7.2017","53.240,00","53.240,00","53.240,00","53.240,00","10,00","1","53.240","53.240"
"26.7.2017","53.240,00","","","53.240,00","0,00","0","0","0"
"27.7.2017","48.000,00","48.000,00","48.000,00","48.000,00","-9,84","9","432.000","432.000"
"28.7.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"31.7.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"01.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"03.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"04.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"07.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"08.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"09.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"10.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"11.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"14.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"15.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"16.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"17.8.2017","48.000,00","48.000,00","48.000,00","48.000,00","0,00","10","480.000","480.000"
"18.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"21.8.2017","48.000,00","","","48.000,00","0,00","0","0","0"
"22.8.2017","48.005,00","49.440,00","48.005,00","48.139,92","0,29","12","577.679","577.679"
"23.8.2017","50.000,00","50.000,00","50.000,00","50.000,00","3,86","3","150.000","150.000"
"24.8.2017","50.000,00","","","50.000,00","0,00","0","0","0"
"25.8.2017","50.000,00","","","50.000,00","0,00","0","0","0"
"29.8.2017","50.000,00","","","50.000,00","0,00","0","0","0"
"30.8.2017","50.000,00","","","50.000,00","0,00","0","0","0"
"31.8.2017","48.500,00","48.500,00","48.500,00","48.500,00","-3,00","10","485.000","485.000"
"01.9.2017","48.500,00","","","48.500,00","0,00","0","0","0"
"04.9.2017","48.520,00","48.520,00","48.519,00","48.519,33","0,04","3","145.558","145.558"
"05.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"06.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"07.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"11.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"12.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"13.9.2017","48.520,00","","","48.519,33","0,00","0","0","0"
"14.9.2017","49.974,00","49.974,00","49.974,00","49.974,00","3,00","1","49.974","49.974"
"15.9.2017","49.974,00","","","49.974,00","0,00","0","0","0"
"18.9.2017","49.974,00","","","49.974,00","0,00","0","0","0"
"19.9.2017","49.974,00","","","49.974,00","0,00","0","0","0"
"20.9.2017","51.473,00","51.473,00","51.473,00","51.473,00","3,00","7","360.311","360.311"
"21.9.2017","52.000,00","52.000,00","52.000,00","52.000,00","1,02","10","520.000","520.000"
"22.9.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"25.9.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"26.9.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"27.9.2017","52.000,00","52.000,00","52.000,00","52.000,00","0,00","1","52.000","52.000"
"28.9.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"29.9.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"02.10.2017","52.000,00","","","52.000,00","0,00","0","0","0"
"03.10.2017","52.500,00","52.500,00","52.001,00","52.321,79","0,62","14","732.505","732.505"
"04.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"05.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"06.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"09.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"10.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"12.10.2017","52.500,00","","","52.321,79","0,00","0","0","0"
"13.10.2017","52.700,00","52.700,00","52.321,00","52.619,80","0,57","5","263.099","263.099"
"16.10.2017","52.700,00","","","52.619,80","0,00","0","0","0"
"17.10.2017","52.700,00","","","52.619,80","0,00","0","0","0"
"18.10.2017","52.700,00","","","52.619,80","0,00","0","0","0"
"19.10.2017","52.700,00","","","52.619,80","0,00","0","0","0"
"20.10.2017","52.500,00","52.500,00","52.500,00","52.500,00","-0,23","2","105.000","105.000"
"24.10.2017","52.500,00","","","52.500,00","0,00","0","0","0"
"25.10.2017","52.500,00","","","52.500,00","0,00","0","0","0"
"26.10.2017","53.000,00","53.000,00","53.000,00","53.000,00","0,95","4","212.000","212.000"
"27.10.2017","53.000,00","53.000,00","53.000,00","53.000,00","0,00","6","318.000","318.000"
"30.10.2017","53.000,00","53.000,00","53.000,00","53.000,00","0,00","5","265.000","265.000"
"31.10.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"01.11.2017","53.002,00","53.003,00","53.002,00","53.002,25","0,00","8","424.018","424.018"
"02.11.2017","53.000,00","53.000,00","53.000,00","53.000,00","0,00","2","106.000","106.000"
"03.11.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"06.11.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"07.11.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"08.11.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"09.11.2017","53.000,00","","","53.000,00","0,00","0","0","0"
"10.11.2017","54.000,00","54.000,00","54.000,00","54.000,00","1,89","8","432.000","432.000"
"13.11.2017","54.000,00","","","54.000,00","0,00","0","0","0"
"14.11.2017","54.000,00","","","54.000,00","0,00","0","0","0"
"15.11.2017","54.600,00","54.600,00","54.600,00","54.600,00","1,11","3","163.800","163.800"
"16.11.2017","54.600,00","","","54.600,00","0,00","0","0","0"
"17.11.2017","54.600,00","","","54.600,00","0,00","0","0","0"
"20.11.2017","54.600,00","54.600,00","54.600,00","54.600,00","0,00","3","163.800","163.800"
"21.11.2017","54.800,00","54.800,00","54.800,00","54.800,00","0,37","2","109.600","109.600"
"22.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"23.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"24.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"27.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"28.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"29.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"30.11.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"01.12.2017","54.800,00","","","54.800,00","0,00","0","0","0"
"04.12.2017","54.700,00","54.700,00","54.700,00","54.700,00","-0,18","1","54.700","54.700"
"05.12.2017","54.700,00","","","54.700,00","0,00","0","0","0"
"06.12.2017","54.700,00","","","54.700,00","0,00","0","0","0"
"07.12.2017","54.101,00","54.150,00","54.101,00","54.133,67","-1,04","6","324.802","324.802"
"11.12.2017","54.101,00","54.101,00","54.101,00","54.101,00","-0,06","2","108.202","108.202"
"12.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"13.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"14.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"15.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"18.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"19.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"20.12.2017","54.101,00","","","54.101,00","0,00","0","0","0"
"21.12.2017","54.200,00","54.200,00","54.200,00","54.200,00","0,18","1","54.200","54.200"
"22.12.2017","54.201,00","54.201,00","54.201,00","54.201,00","0,00","5","271.005","271.005"
"25.12.2017","54.201,00","","","54.201,00","0,00","0","0","0"
"26.12.2017","54.201,00","","","54.201,00","0,00","0","0","0"
"27.12.2017","54.201,00","","","54.201,00","0,00","0","0","0"
"28.12.2017","54.800,00","54.800,00","54.800,00","54.800,00","1,11","2","109.600","109.600"
"02.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"03.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"04.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"05.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"09.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"10.1.2018","54.800,00","54.800,00","54.800,00","54.800,00","0,00","1","54.800","54.800"
"11.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"12.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"15.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"16.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"17.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"18.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"22.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"23.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"24.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"25.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"26.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"29.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"30.1.2018","54.800,00","","","54.800,00","0,00","0","0","0"
"31.1.2018","60.280,00","60.280,00","60.280,00","60.280,00","10,00","2","120.560","120.560"
"01.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"02.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"05.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"06.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"07.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"08.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"09.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"12.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"13.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"14.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"15.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"16.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"19.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"20.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"21.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"22.2.2018","60.280,00","60.280,00","60.280,00","60.280,00","0,00","2","120.560","120.560"
"23.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"26.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"27.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"28.2.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"01.3.2018","60.280,00","","","60.280,00","0,00","0","0","0"
"02.3.2018","61.000,00","61.000,00","58.500,00","58.685,19","-2,65","27","1.584.500","1.584.500"
"05.3.2018","61.000,00","","","58.685,19","0,00","0","0","0"
"06.3.2018","61.000,00","","","58.685,19","0,00","0","0","0"
"07.3.2018","60.445,00","60.445,00","60.445,00","60.445,00","3,00","8","483.560","483.560"
"08.3.2018","60.445,00","60.445,00","60.445,00","60.445,00","0,00","5","302.225","302.225"
"09.3.2018","60.500,00","60.500,00","60.445,00","60.484,29","0,07","7","423.390","423.390"
"12.3.2018","60.100,00","60.100,00","60.100,00","60.100,00","-0,64","5","300.500","300.500"
"13.3.2018","60.100,00","","","60.100,00","0,00","0","0","0"
"14.3.2018","60.100,00","","","60.100,00","0,00","0","0","0"
"15.3.2018","60.500,00","60.500,00","60.500,00","60.500,00","0,67","2","121.000","121.000"
"16.3.2018","60.500,00","","","60.500,00","0,00","0","0","0"
"19.3.2018","60.501,00","60.501,00","60.501,00","60.501,00","0,00","2","121.002","121.002"
"20.3.2018","60.501,00","","","60.501,00","0,00","0","0","0"
"21.3.2018","60.500,00","60.500,00","60.500,00","60.500,00","0,00","3","181.500","181.500"
"22.3.2018","60.500,00","","","60.500,00","0,00","0","0","0"
"23.3.2018","61.000,00","61.000,00","61.000,00","61.000,00","0,83","2","122.000","122.000"
"26.3.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"27.3.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"28.3.2018","61.000,00","","","61.000,00","0,00","0","0","1.220.000"
"29.3.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"30.3.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"02.4.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"03.4.2018","61.000,00","","","61.000,00","0,00","0","0","0"
"04.4.2018","59.701,00","59.701,00","59.701,00","59.701,00","-2,13","8","477.608","477.608"
"05.4.2018","59.701,00","","","59.701,00","0,00","0","0","0"
